id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,link,productDisplayName
22154,Men,Footwear,Shoes,Formal Shoes,Black,Fall,2011,Formal,http://assets.myntassets.com/v1/images/style/properties/8ad35a71d39ef0432055771175ca3adc_images.jpg,Lee Cooper Men Black Formal Shoes
16361,Men,Apparel,Topwear,Shirts,Maroon,Fall,2011,Formal,http://assets.myntassets.com/v1/images/style/properties/9eb242530f597631a641415ccee785eb_images.jpg,Peter England Men Stripes Maroon Shirt
46411,Men,Apparel,Topwear,Sweatshirts,Black,Summer,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/261167465883f9d74752dfbcb912fa60_images.jpg,ADIDAS Men Black Sweatshirt
7736,Men,Accessories,Headwear,Caps,Red,Fall,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/Puma-Men-Ferrari-Lifestyle-Red-Cap_48586ae4176104869e154c76a09aace4_images.jpg,Puma Men Ferrari Lifestyle Red Cap
34031,Boys,Apparel,Topwear,Shirts,Blue,Summer,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/0f5f0082a3413804e4f2adc80d59a3bb_images.jpg,Gini and Jony Boys Check Blue Shirt
50574,Men,Apparel,Innerwear,Trunk,Charcoal,Summer,2016,Casual,http://assets.myntassets.com/v1/images/style/properties/Chromozome-Men-Charcoal-Pack-of-Two-Trunks_eee242524c525aeba025d69edbfac784_images.jpg,Chromozome Men Pack of Two Trunks
22968,Unisex,Accessories,Bags,Backpacks,Black,Summer,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/768a928ae2726a525ee2a7142b977491_images.jpg,U.S. Polo Assn. Unisex Casual Olive Backpack
3396,Women,Accessories,Bags,Handbags,Blue,Winter,2015,Casual,http://assets.myntassets.com/v1/images/style/properties/f71789410ce672f1c9c1be939ecd9f7e_images.jpg,Murcia Women Turquoise Blue Handbag
31543,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/4a043d1c950303676ebb777a1f31efde_images.jpg,Classic Polo Men Striped Navy Blue T-shirt
55006,Women,Personal Care,Lips,Lip Gloss,Copper,Spring,2017,NA,http://assets.myntassets.com/v1/images/style/properties/Lakme-Sheer-Satin-Lip-Gloss-51_a10d5925678851da0b94a7e230f4e6e9_images.jpg,Lakme Sheer Satin Lip Gloss 51
19329,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/bcb01252e8d12d743d85d0001586fee0_images.jpg,Puma Men Standpunkt Brown Casual Shoes
13613,Men,Apparel,Innerwear,Innerwear Vests,Red,Summer,2016,Casual,http://assets.myntassets.com/v1/images/style/properties/edc8bd246a01901b33b58dad2aba1386_images.jpg,Hanes Men Sleeveless V Neck Red Innerwear T-shirt
27426,Women,Apparel,Bottomwear,Shorts,Grey Melange,Winter,2015,Casual,http://assets.myntassets.com/assets/images/27426/2016/2/8/11454933652080-Jockey-Women-Grey-Melange-Shorts-1291454933651500-1.jpg,Jockey Women Grey Melange Shorts
2244,Women,Apparel,Topwear,Tshirts,Black,Fall,2010,Casual,http://assets.myntassets.com/v1/images/style/properties/683aba986f6883e3a5c64fb97c994342_images.jpg,ADIDAS Women's Black T-shirt
43163,Men,Accessories,Watches,Watches,White,Winter,2016,Casual,http://assets.myntassets.com/v1/images/style/properties/0eb97e007901b52825760ea05ab73f09_images.jpg,Fastrack Men White Dial Watch
33214,Women,Apparel,Topwear,Tunics,Black,Summer,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/03ebf01907cd1829a47dd66600543a56_images.jpg,Sepia Women Printed Black & Green Tunic
10096,Women,Footwear,Shoes,Sports Shoes,Blue,Fall,2011,Sports,http://assets.myntassets.com/v1/images/style/properties/ab539228aaa6b834a99eef6cf339c057_images.jpg,Reebok Women Reeflex Run Blue Sports Shoes
11144,Men,Apparel,Topwear,Shirts,Black,Fall,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/94ff278a731ad83bf42f0b44ebd6e38b_images.jpg,Scullers Men Price Catch Black Shirts
25371,Men,Apparel,Innerwear,Innerwear Vests,Maroon,Summer,2016,Casual,http://assets.myntassets.com/v1/images/style/properties/b6ba990c288d73cee599dedcd27e1098_images.jpg,Levis Men Maroon Innerwear Vest
20603,Women,Accessories,Bags,Handbags,Black,Winter,2015,Casual,http://assets.myntassets.com/v1/images/style/properties/9598b35f6e2de51542d2c2ef9110f86b_images.jpg,Baggit Women Selection Mayur Black Sling Bag
58719,Women,Apparel,Topwear,Kurtas,Off White,Summer,2012,Ethnic,http://assets.myntassets.com/v1/images/style/properties/ALayna-Women-Off-White-Kurta_7bcf85e4b08cb7c1dd41f805d4dfae1d_images.jpg,ALayna Women Off White  Kurta
11978,Men,Footwear,Sandal,Sandals,Navy Blue,Summer,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/5c439c0c29672ff85b3aaafb66a43ae8_images.jpg,FILA Men Aruba Navy Blue Sandal
36766,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,http://assets.myntassets.com/v1/images/style/properties/244ce269d1bb4273bdf95a427083ef2a_images.jpg,Maxima Men Black Watch
45294,Women,Accessories,Watches,Watches,Black,Winter,2016,Casual,http://assets.myntassets.com/assets/images/45294/2016/2/11/11455184679645-Casio-Women-Black-Dial-Watch-6591455184679230-1.jpg,CASIO SHEEN Women Black Dial Watch SX041
52223,Women,Accessories,Jewellery,Necklace and Chains,White,Fall,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/Lencia-White-Swarovski-Pearl-Necklace_e5da32190af372b0a3a58a27f6616450_images.jpg,Lencia White Swarovski Pearl Necklace
34455,Women,Footwear,Shoes,Heels,Black,Spring,2013,Formal,http://assets.myntassets.com/v1/images/style/properties/45f254c1992b0d9a55adf6c7c7f20ed8_images.jpg,Rocia Women Black Shoes
6280,Men,Apparel,Topwear,Tshirts,Pink,Summer,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/841e642f22d1031b940126b54f3fe2bc_images.jpg,UCB Men's Making Light Pink T-shirt
46075,Men,Accessories,Belts,Belts,Black,Summer,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/4384892e6c432bcd6aad44d1e3792437_images.jpg,Lino Perros Men Black Leather Belt
